Ejecucion;Tiempo
1;    26197 
2;    24899 
3;    25376 
4;    26763 
5;    25530 
6;    25434 
7;    24644 
8;    25010 
9;    26300 
10;    26612 
11;    25483 
12;    25618 
13;    26964 
14;    25412 
15;    26475 
16;    24935 
17;    25198 
18;    26180 
19;    26631 
20;    27325 
21;    26368 
22;    25216 
23;    26604 
24;    26624 
25;    26144 
26;    25431 
27;    25756 
28;    25421 
29;    25393 
30;    25639 
