Ejecucion;Tiempo
1;    43844 
2;    37043 
3;    35930 
4;    37286 
5;    37842 
6;    36791 
7;    36439 
8;    37455 
9;    38906 
10;    37996 
11;    37726 
12;    37042 
13;    37001 
14;    37420 
15;    36872 
16;    36043 
17;    37621 
18;    36901 
19;    36557 
20;    37195 
21;    37099 
22;    37222 
23;    36437 
24;    36784 
25;    36896 
26;    37442 
27;    36788 
28;    37085 
29;    35760 
30;    36014 
