Ejecucion;Tiempo
1;

     4868 

2;

     5143 

3;

     5303 

4;

     4857 

5;

     5034 

6;

     5057 

7;

     5451 

8;

     4858 

9;

     5468 

10;

     5116 

11;

     4888 

12;

     5069 

13;

     4887 

14;

     4909 

15;

     5012 

16;

     5080 

17;

     5026 

18;

     4966 

19;

     4855 

20;

     4922 

21;

     4933 

22;

     5278 

23;

     4871 

24;

     5789 

25;

     5130 

26;

     5009 

27;

     4873 

28;

     4956 

29;

     5268 

30;

     5005 

