Ejecucion;Tiempo
1;    20442 
2;    19023 
3;    19150 
4;    18724 
5;    20254 
6;    19998 
7;    18762 
8;    19177 
9;    19011 
10;    19058 
11;    18393 
12;    19605 
13;    18164 
14;    18592 
15;    18271 
16;    18657 
17;    21118 
18;    18997 
19;    19486 
20;    19706 
21;    18532 
22;    18683 
23;    19499 
24;    18507 
25;    20031 
26;    18807 
27;    18250 
28;    18521 
29;    18047 
30;    18131 
